OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotPerformedCycles,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
350,REPRODUCTIVE MEDICINE ASSOCIATES OF PHILADELPHIA,,KING OF PRUSSIA,PENNSYLVANIA,100%,66%,0%,<1%,2%,9%,7%,27%,6%,3%,23%,22%,18%,6%,7%,453,15,"Arthur J. Castelbaum, MD",130,86,69,12,10,7,6.2,8.1,17.4,6 / 12,0 / 10,2 / 7,2.0,2.1,2.8,3.6,3.6,3.0,43.5,28.2,18.3,1 / 18,4.0,0 / 9,6.3,4.5,0.0,0 / 5,0 / 7,0 / 3,29.2,30.2,15.9,0 / 12,1 / 10,0 / 7,0.8,0.0,0.0,0 / 12,0 / 10,0 / 7,46.9,36.0,20.3,0 / 12,1 / 10,0 / 7,57.7,47.7,29.0,1 / 12,1 / 10,0 / 7,119,75,54,5,7,3,31.9,34.7,20.4,0 / 5,1 / 7,0 / 3,0.8,0.0,0.0,0 / 5,0 / 7,0 / 3,51.3,41.3,25.9,0 / 5,1 / 7,0 / 3,63.0,54.7,37.0,1 / 5,1 / 7,0 / 3,75,41,20,1,1,0,50.7,63.4,55.0,0 / 1,1 / 1,,1.3,0.0,0.0,0 / 1,0 / 1,,81.3,75.6,70.0,0 / 1,1 / 1,,41,17,17,1,1,0,39,16,15,1,1,0,2.4,1.8,1.1,,1.0,,1.6,1.5,1.9,1.0,1.0,,31.7,25.0,21.4,0 / 1,0 / 1,,41.0,4 / 16,1 / 15,0 / 1,0 / 1,,0.0,0 / 16,0 / 15,0 / 1,0 / 1,,46.2,4 / 16,1 / 15,0 / 1,0 / 1,,48.7,6 / 16,4 / 15,0 / 1,0 / 1,,28,19,27,18,1.8,1.6,38.8,34.5,37.0,8 / 18,48.1,9 / 18,63.0,9 / 18,Reproductive Medicine Associates of Philadelphia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
351,FERTILITY AND GYNECOLOGY ASSOCIATES,,PHILADELPHIA,PENNSYLVANIA,100%,69%,0%,0%,8%,7%,15%,48%,0%,4%,48%,7%,7%,19%,19%,27,0,"Leonore C. Huppert, MD",4,3,2,2,1,1,0 / 4,0 / 3,0 / 2,0 / 2,1 / 1,0 / 1,1.5,1.5,3.5,1.5,,3.0,4 / 6,1 / 3,1 / 7,1 / 3,,0 / 3,2 / 4,0 / 1,0 / 2,0 / 1,,0 / 1,1 / 4,0 / 3,0 / 2,0 / 2,0 / 1,0 / 1,0 / 4,0 / 3,0 / 2,0 / 2,0 / 1,0 / 1,2 / 4,0 / 3,0 / 2,0 / 2,0 / 1,0 / 1,3 / 4,1 / 3,1 / 2,1 / 2,0 / 1,0 / 1,4,2,2,2,0,1,1 / 4,0 / 2,0 / 2,0 / 2,,0 / 1,0 / 4,0 / 2,0 / 2,0 / 2,,0 / 1,2 / 4,0 / 2,0 / 2,0 / 2,,0 / 1,3 / 4,1 / 2,1 / 2,1 / 2,,0 / 1,3,1,1,1,0,0,1 / 3,0 / 1,0 / 1,0 / 1,,,0 / 3,0 / 1,0 / 1,0 / 1,,,2 / 3,0 / 1,0 / 1,0 / 1,,,4,4,0,1,0,0,4,4,0,1,0,0,4.0,,,,,,1.5,2.8,,3.0,,,2 / 6,4 / 11,,0 / 3,,,2 / 4,1 / 4,,0 / 1,,,0 / 4,0 / 4,,0 / 1,,,2 / 4,2 / 4,,0 / 1,,,2 / 4,3 / 4,,0 / 1,,,5,0,5,0,1.6,,3 / 8,,2 / 5,,2 / 5,,3 / 5,,Fertility and Gynecology Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
352,JEFFERSON IVF,,PHILADELPHIA,PENNSYLVANIA,100%,40%,0%,0%,0%,30%,30%,30%,0%,0%,30%,0%,0%,0%,20%,10,0,"Caleb B. Kallen, MD, PhD",4,1,0,0,0,0,0 / 4,0 / 1,,,,,2.0,2.0,,,,,3 / 8,1 / 2,,,,,0 / 4,0 / 1,,,,,1 / 4,1 / 1,,,,,0 / 4,0 / 1,,,,,2 / 4,1 / 1,,,,,2 / 4,1 / 1,,,,,4,1,0,0,0,0,1 / 4,1 / 1,,,,,0 / 4,0 / 1,,,,,2 / 4,1 / 1,,,,,2 / 4,1 / 1,,,,,2,1,0,0,0,0,1 / 2,1 / 1,,,,,0 / 2,0 / 1,,,,,2 / 2,1 / 1,,,,,1,2,0,0,0,0,1,2,0,0,0,0,,,,,,,2.0,1.0,,,,,0 / 2,0 / 2,,,,,0 / 1,0 / 2,,,,,0 / 1,0 / 2,,,,,0 / 1,0 / 2,,,,,0 / 1,0 / 2,,,,,0,2,0,2,,2.0,,0 / 4,,0 / 2,,0 / 2,,0 / 2,Jefferson IVF,Yes,No,Yes,No,Yes,No,Yes,0,PA
353,SOCIETY HILL REPRODUCTIVE MEDICINE,,PHILADELPHIA,PENNSYLVANIA,100%,82%,0%,0%,4%,17%,15%,44%,12%,7%,41%,12%,2%,12%,25%,64,5,"Maureen P. Kelly, MD",19,18,8,4,0,0,0 / 19,3 / 18,1 / 8,0 / 4,,,2.2,2.3,2.7,2.5,,,20.5,11.4,3 / 16,0 / 5,,,2 / 16,2 / 13,0 / 6,0 / 2,,,3 / 19,1 / 18,3 / 8,0 / 4,,,0 / 19,0 / 18,0 / 8,0 / 4,,,5 / 19,2 / 18,3 / 8,0 / 4,,,6 / 19,2 / 18,3 / 8,0 / 4,,,18,15,6,2,0,0,3 / 18,1 / 15,3 / 6,0 / 2,,,0 / 18,0 / 15,0 / 6,0 / 2,,,5 / 18,2 / 15,3 / 6,0 / 2,,,6 / 18,2 / 15,3 / 6,0 / 2,,,6,2,3,0,0,0,3 / 6,1 / 2,3 / 3,,,,0 / 6,0 / 2,0 / 3,,,,5 / 6,2 / 2,3 / 3,,,,2,2,1,0,0,0,2,2,0,0,0,0,0.7,0.3,,,,,1.5,1.5,,,,,1 / 3,1 / 3,,,,,1 / 2,1 / 2,,,,,0 / 2,0 / 2,,,,,1 / 2,1 / 2,,,,,1 / 2,1 / 2,,,,,2,3,2,3,2.0,1.3,3 / 4,2 / 4,2 / 2,2 / 3,2 / 2,2 / 3,2 / 2,2 / 3,Society Hill Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
354,UNIVERSITY OF PENNSYLVANIA,PENN FERTILITY CARE,PHILADELPHIA,PENNSYLVANIA,100%,35%,0%,1%,4%,18%,9%,33%,11%,11%,23%,26%,16%,25%,13%,447,36,"Anuja Dokras, MD, PhD",139,60,68,23,11,0,8.6,13.3,13.2,21.7,0 / 11,,1.7,1.8,2.1,2.7,3.1,,29.9,27.3,15.4,6.3,3.2,,21.4,17.9,2.4,0 / 13,0 / 9,,26.6,18.3,20.6,13.0,1 / 11,,0.0,0.0,0.0,0.0,0 / 11,,33.1,25.0,22.1,13.0,1 / 11,,35.3,33.3,33.8,13.0,1 / 11,,115,48,55,18,10,0,32.2,22.9,25.5,3 / 18,1 / 10,,0.0,0.0,0.0,0 / 18,0 / 10,,40.0,31.3,27.3,3 / 18,1 / 10,,42.6,41.7,41.8,3 / 18,1 / 10,,49,20,23,3,1,0,75.5,55.0,60.9,3 / 3,1 / 1,,0.0,0.0,0.0,0 / 3,0 / 1,,93.9,75.0,65.2,3 / 3,1 / 1,,26,12,4,7,3,2,21,12,4,6,2,1,0.6,1.0,0.4,1.5,,1.0,1.6,1.6,2.3,1.8,2.0,1.0,14.7,3 / 19,2 / 9,3 / 11,0 / 4,0 / 1,14.3,3 / 12,2 / 4,0 / 6,0 / 2,0 / 1,0.0,0 / 12,0 / 4,0 / 6,0 / 2,0 / 1,19.0,3 / 12,2 / 4,0 / 6,0 / 2,0 / 1,19.0,3 / 12,2 / 4,1 / 6,0 / 2,0 / 1,31,25,28,22,1.7,1.6,37.5,22.9,42.9,36.4,53.6,36.4,53.6,36.4,"University of Pennsylvania, Penn Fertility Care",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
355,JONES INSTITUTE AT WEST PENN ALLEGHENY HEALTH SYSTEM,,PITTSBURGH,PENNSYLVANIA,100%,49%,0%,0%,0%,12%,11%,19%,4%,3%,44%,23%,16%,10%,20%,102,0,"Beth Hartog, MD",40,12,4,2,1,0,10.0,2 / 12,2 / 4,0 / 2,0 / 1,,2.0,2.2,3.0,3.0,2.0,,19.4,5.0,0 / 6,1 / 3,0 / 2,,2.9,0 / 9,0 / 2,0 / 1,0 / 1,,22.5,1 / 12,0 / 4,0 / 2,0 / 1,,0.0,0 / 12,0 / 4,0 / 2,0 / 1,,27.5,1 / 12,0 / 4,0 / 2,0 / 1,,30.0,4 / 12,0 / 4,1 / 2,0 / 1,,34,9,2,1,1,0,26.5,1 / 9,0 / 2,0 / 1,0 / 1,,0.0,0 / 9,0 / 2,0 / 1,0 / 1,,32.4,1 / 9,0 / 2,0 / 1,0 / 1,,35.3,4 / 9,0 / 2,1 / 1,0 / 1,,12,4,0,1,0,0,9 / 12,1 / 4,,0 / 1,,,0 / 12,0 / 4,,0 / 1,,,11 / 12,1 / 4,,0 / 1,,,14,11,2,3,0,1,14,8,2,3,0,1,1.6,8.0,2.0,1.0,,,2.1,1.8,2.0,2.0,,2.0,23.3,2 / 14,0 / 4,0 / 6,,2 / 2,2 / 14,2 / 8,0 / 2,0 / 3,,0 / 1,0 / 14,0 / 8,0 / 2,0 / 3,,0 / 1,4 / 14,2 / 8,0 / 2,0 / 3,,1 / 1,5 / 14,2 / 8,0 / 2,1 / 3,,1 / 1,2,10,2,9,2.0,2.1,1 / 4,6 / 19,1 / 2,4 / 9,1 / 2,4 / 9,1 / 2,4 / 9,This clinic has closed or reorganized since 2012.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0,PA
356,"REPRODUCTIVE HEALTH SPECIALISTS, INC.",,PITTSBURGH,PENNSYLVANIA,100%,74%,0%,<1%,1%,14%,9%,11%,9%,3%,33%,5%,27%,4%,6%,289,0,"Judith L. Albert, MD",120,50,29,10,3,0,4.2,6.0,17.2,2 / 10,0 / 3,,1.6,1.8,2.1,2.2,2.3,,37.6,22.2,20.5,0 / 13,1 / 7,,35.4,13.5,0 / 19,0 / 6,0 / 2,,32.5,32.0,17.2,0 / 10,0 / 3,,0.0,0.0,0.0,0 / 10,0 / 3,,40.8,34.0,20.7,0 / 10,0 / 3,,46.7,36.0,24.1,1 / 10,1 / 3,,106,44,21,6,3,0,36.8,36.4,23.8,0 / 6,0 / 3,,0.0,0.0,0.0,0 / 6,0 / 3,,46.2,38.6,28.6,0 / 6,0 / 3,,52.8,40.9,33.3,1 / 6,1 / 3,,56,18,7,1,1,0,69.6,16 / 18,5 / 7,0 / 1,0 / 1,,0.0,0 / 18,0 / 7,0 / 1,0 / 1,,87.5,17 / 18,6 / 7,0 / 1,0 / 1,,34,12,14,3,0,2,30,12,14,3,0,2,1.9,2.4,4.7,3.0,,,1.6,1.5,1.6,1.7,,2.5,39.6,10 / 18,18.2,1 / 5,,0 / 5,40.0,6 / 12,3 / 14,1 / 3,,0 / 2,0.0,0 / 12,0 / 14,0 / 3,,0 / 2,50.0,8 / 12,3 / 14,1 / 3,,0 / 2,60.0,8 / 12,5 / 14,2 / 3,,0 / 2,7,5,6,5,1.5,2.0,6 / 9,5 / 10,2 / 6,1 / 5,4 / 6,2 / 5,4 / 6,3 / 5,"Reproductive Health Specialists, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
357,UNIVERSITY OF PITTSBURGH PHYSICIANS,CENTER FOR FERTILITY AND REPRODUCTIVE ENDOCRINOLOGY,PITTSBURGH,PENNSYLVANIA,100%,59%,0%,<1%,<1%,6%,6%,42%,7%,3%,23%,21%,6%,5%,7%,767,11,"Anthony N. Wakim, MD",179,87,60,23,5,1,6.7,9.2,13.3,17.4,2 / 5,0 / 1,1.8,2.0,2.3,2.4,2.0,2.0,25.2,19.7,8.0,0.0,1 / 4,0 / 2,26.1,9.7,2.5,0 / 11,0 / 2,0 / 1,19.0,21.8,10.0,0.0,0 / 5,0 / 1,0.0,0.0,0.0,0.0,0 / 5,0 / 1,22.3,24.1,11.7,0.0,0 / 5,0 / 1,26.8,27.6,13.3,0.0,1 / 5,0 / 1,123,66,43,14,2,1,27.6,28.8,14.0,0 / 14,0 / 2,0 / 1,0.0,0.0,0.0,0 / 14,0 / 2,0 / 1,32.5,31.8,16.3,0 / 14,0 / 2,0 / 1,39.0,36.4,18.6,0 / 14,1 / 2,0 / 1,48,24,8,0,1,0,70.8,79.2,6 / 8,,0 / 1,,0.0,0.0,0 / 8,,0 / 1,,83.3,87.5,7 / 8,,0 / 1,,181,68,33,19,7,3,141,54,27,11,7,2,2.0,1.8,2.5,1.6,3.5,,2.0,2.1,2.0,1.7,1.6,1.5,21.7,10.8,18.2,0 / 19,1 / 11,0 / 3,23.4,14.8,22.2,0 / 11,1 / 7,0 / 2,0.0,0.0,0.0,0 / 11,0 / 7,0 / 2,27.7,16.7,22.2,0 / 11,1 / 7,0 / 2,36.9,24.1,37.0,0 / 11,1 / 7,0 / 2,36,54,31,42,1.5,1.7,35.4,21.9,45.2,28.6,48.4,31.0,51.6,35.7,"University of Pittsburgh Physicians, Center for Fertility and Reproductive Endocrinology",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
358,REPRODUCTIVE ENDOCRINOLOGY AND FERTILITY CENTER,,UPLAND,PENNSYLVANIA,100%,59%,<1%,0%,3%,35%,17%,7%,22%,17%,36%,29%,0%,27%,24%,232,2,"Albert El-Roeiy, MD",72,34,30,14,5,0,18.1,20.6,13.3,3 / 14,0 / 5,,2.0,2.1,2.3,2.0,2.3,,16.7,15.8,24.4,0 / 14,0 / 7,,2.6,0 / 18,0 / 14,0 / 5,0 / 2,,11.1,11.8,10.0,0 / 14,0 / 5,,0.0,0.0,0.0,0 / 14,0 / 5,,12.5,14.7,16.7,0 / 14,0 / 5,,15.3,14.7,20.0,0 / 14,0 / 5,,41,18,18,7,3,0,19.5,4 / 18,3 / 18,0 / 7,0 / 3,,0.0,0 / 18,0 / 18,0 / 7,0 / 3,,22.0,5 / 18,5 / 18,0 / 7,0 / 3,,26.8,5 / 18,6 / 18,0 / 7,0 / 3,,11,5,6,0,0,0,8 / 11,4 / 5,3 / 6,,,,0 / 11,0 / 5,0 / 6,,,,9 / 11,5 / 5,5 / 6,,,,31,12,6,1,2,1,31,11,6,1,2,0,0.9,0.8,1.0,0.5,,,1.9,1.6,2.3,2.0,2.0,,40.7,5 / 18,3 / 14,0 / 2,0 / 4,,29.0,1 / 11,2 / 6,0 / 1,0 / 2,,3.2,0 / 11,0 / 6,0 / 1,0 / 2,,41.9,3 / 11,2 / 6,0 / 1,0 / 2,,51.6,3 / 11,3 / 6,0 / 1,0 / 2,,12,10,7,8,2.0,1.8,0 / 14,3 / 14,0 / 7,3 / 8,0 / 7,3 / 8,0 / 7,3 / 8,Reproductive Endocrinology and Fertility Center,Yes,No,Yes,No,Yes,Yes,Yes,0,PA
359,REPRODUCTIVE SCIENCE INSTITUTE OF SUBURBAN PHILADELPHIA,,WAYNE,PENNSYLVANIA,100%,80%,<1%,3%,8%,12%,31%,34%,4%,1%,37%,12%,4%,9%,24%,154,1,"Abraham K. Munabi, MD",64,28,20,2,4,1,0.0,7.1,10.0,0 / 2,0 / 4,0 / 1,2.0,2.1,2.6,1.5,3.3,4.0,30.4,17.0,15.2,0 / 3,0 / 13,0 / 4,11.3,0.0,0 / 17,0 / 1,0 / 4,0 / 1,39.1,17.9,20.0,0 / 2,0 / 4,0 / 1,1.6,0.0,0.0,0 / 2,0 / 4,0 / 1,42.2,21.4,25.0,0 / 2,0 / 4,0 / 1,48.4,25.0,30.0,0 / 2,0 / 4,0 / 1,62,22,18,2,4,1,40.3,22.7,4 / 18,0 / 2,0 / 4,0 / 1,1.6,0.0,0 / 18,0 / 2,0 / 4,0 / 1,43.5,27.3,5 / 18,0 / 2,0 / 4,0 / 1,50.0,31.8,6 / 18,0 / 2,0 / 4,0 / 1,31,7,6,0,0,0,80.6,5 / 7,4 / 6,,,,3.2,0 / 7,0 / 6,,,,87.1,6 / 7,5 / 6,,,,8,8,2,0,1,1,8,7,2,0,1,1,0.9,1.8,2.0,,,,1.3,1.6,1.0,,1.0,1.0,2 / 10,2 / 11,0 / 2,,0 / 1,0 / 1,2 / 8,2 / 7,0 / 2,,0 / 1,0 / 1,0 / 8,0 / 7,0 / 2,,0 / 1,0 / 1,2 / 8,2 / 7,0 / 2,,0 / 1,0 / 1,2 / 8,2 / 7,0 / 2,,0 / 1,0 / 1,7,7,7,7,2.0,1.4,3 / 14,2 / 10,1 / 7,2 / 7,1 / 7,2 / 7,3 / 7,2 / 7,This clinic has closed or reorganized since 2012.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0,PA
360,"WOMEN'S CLINIC, LTD.",,WEST READING,PENNSYLVANIA,100%,79%,0%,0%,0%,32%,40%,32%,35%,4%,77%,11%,0%,16%,62%,83,1,"Vincent A. Pellegrini, MD",48,4,15,4,0,0,18.8,0 / 4,2 / 15,1 / 4,,,2.1,2.8,2.4,3.0,,,39.7,1 / 11,27.3,2 / 9,,,0.0,0 / 4,0 / 7,0 / 3,,,10.4,1 / 4,4 / 15,0 / 4,,,4.2,0 / 4,0 / 15,0 / 4,,,29.2,1 / 4,4 / 15,0 / 4,,,35.4,1 / 4,4 / 15,2 / 4,,,32,4,9,3,0,0,15.6,1 / 4,4 / 9,0 / 3,,,6.3,0 / 4,0 / 9,0 / 3,,,43.8,1 / 4,4 / 9,0 / 3,,,53.1,1 / 4,4 / 9,2 / 3,,,17,1,4,2,0,0,5 / 17,1 / 1,4 / 4,0 / 2,,,2 / 17,0 / 1,0 / 4,0 / 2,,,14 / 17,1 / 1,4 / 4,0 / 2,,,6,4,1,0,0,0,4,4,1,0,0,0,0.6,4.0,1.0,,,,1.8,2.0,3.0,,,,3 / 7,0 / 8,0 / 3,,,,0 / 4,0 / 4,0 / 1,,,,0 / 4,0 / 4,0 / 1,,,,1 / 4,0 / 4,0 / 1,,,,2 / 4,0 / 4,0 / 1,,,,0,0,0,0,,,,,,,,,,,This clinic has closed or reorganized since 2012.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0,PA
361,"THE FERTILITY CENTER, LLC",,YORK,PENNSYLVANIA,100%,97%,0%,3%,5%,3%,0%,20%,0%,3%,14%,0%,62%,0%,2%,95,0,"Robert B. Filer, MD",46,18,10,0,2,0,2.2,0 / 18,0 / 10,,0 / 2,,2.2,2.6,2.9,,3.0,,27.8,10.9,3.8,,0 / 3,,7.5,1 / 16,1 / 9,,0 / 1,,26.1,2 / 18,1 / 10,,0 / 2,,4.3,0 / 18,0 / 10,,0 / 2,,34.8,3 / 18,1 / 10,,0 / 2,,41.3,4 / 18,1 / 10,,0 / 2,,44,18,9,0,1,0,27.3,2 / 18,1 / 9,,0 / 1,,4.5,0 / 18,0 / 9,,0 / 1,,36.4,3 / 18,1 / 9,,0 / 1,,43.2,4 / 18,1 / 9,,0 / 1,,19,4,1,0,0,0,12 / 19,2 / 4,1 / 1,,,,2 / 19,0 / 4,0 / 1,,,,16 / 19,3 / 4,1 / 1,,,,5,0,1,0,0,0,5,0,1,0,0,0,1.0,,,,,,1.8,,1.0,,,,3 / 9,,0 / 1,,,,1 / 5,,0 / 1,,,,0 / 5,,0 / 1,,,,1 / 5,,0 / 1,,,,2 / 5,,0 / 1,,,,10,3,9,3,1.9,1.7,9 / 17,2 / 5,3 / 9,2 / 3,6 / 9,2 / 3,6 / 9,2 / 3,"The Fertility Center, LLC",Yes,Yes,Yes,Yes,Yes,No,No,0,PA
362,"PEDRO J. BEAUCHAMP, MD",,BAYAMON,PUERTO RICO,100%,79%,<1%,0%,0%,36%,23%,11%,38%,6%,63%,32%,<1%,19%,51%,146,0,"Pedro J. Beauchamp, MD",49,37,26,16,3,1,0.0,2.7,7.7,4 / 16,0 / 3,0 / 1,2.1,2.2,2.5,2.5,2.3,3.0,29.2,25.6,13.8,3.7,0 / 7,0 / 3,0.0,0.0,0.0,0 / 10,0 / 3,0 / 1,24.5,16.2,23.1,1 / 16,0 / 3,0 / 1,0.0,0.0,0.0,0 / 16,0 / 3,0 / 1,34.7,32.4,23.1,1 / 16,0 / 3,0 / 1,55.1,45.9,38.5,1 / 16,0 / 3,0 / 1,46,36,23,11,3,1,26.1,16.7,26.1,1 / 11,0 / 3,0 / 1,0.0,0.0,0.0,0 / 11,0 / 3,0 / 1,37.0,33.3,26.1,1 / 11,0 / 3,0 / 1,58.7,47.2,43.5,1 / 11,0 / 3,0 / 1,27,17,10,1,0,0,44.4,6 / 17,6 / 10,1 / 1,,,0.0,0 / 17,0 / 10,0 / 1,,,63.0,12 / 17,6 / 10,1 / 1,,,2,2,1,0,0,0,2,2,1,0,0,0,2.0,2.0,,,,,2.5,2.5,1.0,,,,0 / 5,0 / 5,1 / 1,,,,0 / 2,0 / 2,1 / 1,,,,0 / 2,0 / 2,0 / 1,,,,0 / 2,0 / 2,1 / 1,,,,1 / 2,0 / 2,1 / 1,,,,8,1,8,1,2.3,2.0,9 / 18,1 / 2,1 / 8,0 / 1,4 / 8,0 / 1,5 / 8,1 / 1,"Pedro J. Beauchamp, MD",Yes,No,No,Yes,Yes,Yes,Yes,0,PR
