OrderID,Clinic_Name,PrevClinName2,City,State,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,No_of_IVF_cycles_in_2012,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
399,BAYLOR FAMILY FERTILITY PROGRAM,,HOUSTON,TEXAS,100%,81%,3%,0%,5%,6%,21%,35%,9%,4%,38%,6%,5%,5%,20%,136,8,"William E. Gibbons, MD",37,18,13,8,4,0,8.1,18-Feb,13-Feb,8-Mar,4-Feb,,1.9,2.2,3.1,2.4,3.5,,42.9,12.1,11.8,12-Jan,0 / 7,,12,15-Jan,0 / 11,0 / 5,0 / 1,,13.5,18-Apr,13-Mar,8-Jan,0 / 4,,0,0 / 18,0 / 13,0 / 8,0 / 4,,29.7,18-Apr,13-Mar,8-Jan,0 / 4,,40.5,18-Apr,13-Apr,8-Jan,0 / 4,,26,15,11,5,2,0,19.2,15-Apr,11-Mar,5-Jan,0 / 2,,0,0 / 15,0 / 11,0 / 5,0 / 2,,42.3,15-Apr,11-Mar,5-Jan,0 / 2,,57.7,15-Apr,11-Apr,5-Jan,0 / 2,,15,4,4,1,0,0,15-May,4-Apr,4-Mar,1-Jan,,,0 / 15,0 / 4,0 / 4,0 / 1,,,15-Nov,4-Apr,4-Mar,1-Jan,,,17,11,6,2,0,1,15,8,5,1,0,0,2.1,1.1,1.7,1,,,2.1,2.3,2.6,2,,,32.3,18-Jul,13-Apr,0 / 2,,,15-Apr,8-Jan,5-Feb,0 / 1,,,0 / 15,0 / 8,0 / 5,0 / 1,,,15-Jun,8-Feb,5-Feb,0 / 1,,,15-Aug,8-Apr,5-Mar,0 / 1,,,6,5,3,3,2,2,6-May,6-Feb,0 / 3,0 / 3,3-Feb,3-Jan,3-Mar,3-Jan,Baylor Family Fertility Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
400,COOPER INSTITUTE FOR ADVANCED REPRODUCTIVE MEDICINE,,HOUSTON,TEXAS,100%,61%,0%,4%,6%,35%,9%,29%,11%,23%,53%,13%,<1%,14%,44%,156,6,"C. James Chuong, MD",41,16,11,4,4,6,9.8,0 / 16,11-Jan,4-Jan,4-Jan,6-Apr,2.5,3,3.3,3.5,3,3,24.3,12.8,3.8,0 / 7,0 / 9,0 / 6,0,0 / 12,0 / 8,0 / 2,0 / 3,0 / 2,12.2,16-May,11-Jan,0 / 4,0 / 4,0 / 6,0,0 / 16,0 / 11,0 / 4,0 / 4,0 / 6,26.8,16-May,11-Jan,0 / 4,0 / 4,0 / 6,26.8,16-May,11-Jan,0 / 4,0 / 4,0 / 6,30,13,8,2,3,2,16.7,13-May,8-Jan,0 / 2,0 / 3,0 / 2,0,0 / 13,0 / 8,0 / 2,0 / 3,0 / 2,36.7,13-May,8-Jan,0 / 2,0 / 3,0 / 2,36.7,13-May,8-Jan,0 / 2,0 / 3,0 / 2,11,5,1,0,0,0,11-May,5-May,1-Jan,,,,0 / 11,0 / 5,0 / 1,,,,11-Nov,5-May,1-Jan,,,,16,8,5,1,0,1,14,6,4,1,0,1,1.1,1.2,2,0.5,0,0.3,2.6,3.7,3,3,,4,13.9,40.9,0 / 12,0 / 3,,0 / 4,14-Feb,6-Jan,0 / 4,0 / 1,,0 / 1,0 / 14,6-Jan,0 / 4,0 / 1,,0 / 1,14-Feb,6-Apr,0 / 4,0 / 1,,0 / 1,14-Jul,6-Apr,0 / 4,0 / 1,,0 / 1,27,10,22,8,2.6,3.4,35.1,40.7,13.6,8-Jan,50,8-May,54.5,8-Jun,Cooper Institute for Advanced Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
401,FERTILITY SPECIALISTS OF HOUSTON,,HOUSTON,TEXAS,100%,85%,0%,<1%,11%,16%,15%,49%,16%,5%,33%,12%,5%,18%,22%,775,65,"George M. Grunert, MD",193,94,91,32,12,7,10.4,12.8,16.5,21.9,12-Jun,7-Mar,1.9,2.1,2.1,2.4,3.5,2.5,24.5,20.8,20.2,12.5,14-Jan,0 / 10,11.2,1.4,2,0 / 14,0 / 4,0 / 4,19.7,14.9,16.5,6.3,12-Jan,0 / 7,0,0,0,0,0 / 12,0 / 7,28,22.3,20.9,9.4,12-Jan,0 / 7,33.2,28.7,26.4,12.5,12-Feb,0 / 7,162,75,61,17,4,4,23.5,18.7,24.6,17-Feb,4-Jan,0 / 4,0,0,0,0 / 17,0 / 4,0 / 4,33.3,28,31.1,17-Mar,4-Jan,0 / 4,39.5,36,39.3,17-Apr,4-Feb,0 / 4,64,27,24,4,2,0,59.4,51.9,62.5,4-Feb,2-Jan,,0,0,0,0 / 4,0 / 2,,84.4,77.8,79.2,4-Mar,2-Jan,,90,46,28,10,7,1,90,43,28,9,6,1,1.6,1.4,1,0.7,,1,1.9,2,2,1.4,1.8,2,38.2,29.8,30.9,13-Mar,11-Apr,2-Jan,32.2,39.5,42.9,9-Mar,6-Feb,0 / 1,0,0,0,0 / 9,0 / 6,0 / 1,47.8,46.5,50,9-Mar,6-Mar,0 / 1,61.1,55.8,53.6,9-Mar,6-Mar,1-Jan,62,37,57,37,1.9,1.9,47.2,38.6,26.3,35.1,54.4,48.6,66.7,62.2,Fertility Specialists of Houston,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
402,THE HEARD CLINIC,,HOUSTON,TEXAS,100%,81%,0%,0%,31%,15%,35%,35%,10%,5%,85%,10%,0%,5%,85%,22,2,"Michael J. Heard, MD",7,4,2,3,0,0,0 / 7,0 / 4,0 / 2,0 / 3,,,1.9,2.5,2.5,2,,,13-Feb,0 / 5,5-Apr,6-Jan,,,0 / 6,0 / 2,0 / 1,0 / 1,,,7-Feb,0 / 4,0 / 2,0 / 3,,,0 / 7,0 / 4,0 / 2,0 / 3,,,7-Feb,0 / 4,0 / 2,0 / 3,,,7-Feb,0 / 4,2-Feb,3-Jan,,,7,2,2,3,0,0,7-Feb,0 / 2,0 / 2,0 / 3,,,0 / 7,0 / 2,0 / 2,0 / 3,,,7-Feb,0 / 2,0 / 2,0 / 3,,,7-Feb,0 / 2,2-Feb,3-Jan,,,2,0,2,1,0,0,2-Feb,,0 / 2,0 / 1,,,0 / 2,,0 / 2,0 / 1,,,2-Feb,,0 / 2,0 / 1,,,3,1,0,0,0,0,3,1,0,0,0,0,1,,,0,,,2,2,,,,,6-Apr,0 / 2,,,,,3-Feb,0 / 1,,,,,0 / 3,0 / 1,,,,,3-Mar,0 / 1,,,,,3-Mar,0 / 1,,,,,0,0,0,0,,,,,,,,,,,This clinic has closed or reorganized since 2012.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0,TX
403,HOUSTON FERTILITY INSTITUTE,,HOUSTON,TEXAS,100%,91%,0%,1%,<1%,19%,9%,49%,6%,15%,28%,12%,11%,21%,17%,1646,395,"Ghassan F. Haddad, MD",243,97,114,47,15,10,3.3,5.2,9.6,14.9,15-Mar,10-Apr,1.9,1.9,1.9,2,1.8,1.4,49.9,35.8,19.9,14.7,0,0 / 7,6.3,8.9,3.6,0,0 / 7,0 / 2,32.9,32,21.9,14.9,0 / 15,0 / 10,0.4,0,0,0,0 / 15,0 / 10,57.2,43.3,26.3,14.9,0 / 15,0 / 10,65.4,52.6,28.9,25.5,15-Jan,0 / 10,230,89,99,38,11,5,34.8,34.8,25.3,18.4,0 / 11,0 / 5,0.4,0,0,0,0 / 11,0 / 5,60.4,47.2,30.3,18.4,0 / 11,0 / 5,69.1,57.3,33.3,31.6,11-Jan,0 / 5,159,51,33,12,1,0,50.3,60.8,75.8,12-Jul,0 / 1,,0.6,0,0,0 / 12,0 / 1,,87.4,82.4,90.9,12-Jul,0 / 1,,268,120,97,43,4,7,246,109,81,36,4,2,1.1,1.2,0.9,0.6,0.3,0.2,1.8,1.7,1.7,1.5,1.5,2,51.7,45.2,38.5,25.9,6-Feb,0 / 4,43.1,42.2,42,30.6,4-Feb,0 / 2,0.4,0,1.2,0,0 / 4,0 / 2,61.4,56,45.7,30.6,4-Feb,0 / 2,74,70.6,63,38.9,4-Feb,0 / 2,67,119,67,103,1.9,1.9,53.2,40.2,53.7,41.7,68.7,56.3,79.1,66,This clinic has closed or reorganized since 2012.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0,TX
404,HOUSTON INFERTILITY CLINIC,"SONJA KRISTIANSEN, MD",HOUSTON,TEXAS,100%,74%,0%,<1%,11%,13%,0%,21%,<1%,4%,49%,16%,17%,5%,14%,167,0,"Sonja B. Kristiansen, MD",54,28,24,13,14,3,11.1,7.1,29.2,13-Mar,14-Apr,3-Jan,2.3,2.4,2.1,1.9,2,1,29.1,25.9,28.1,17-Jan,18-Jan,0 / 1,2.4,0,13-Jan,0 / 5,0 / 5,,22.2,25,25,13-Jan,0 / 14,0 / 3,3.7,0,0,0 / 13,0 / 14,0 / 3,35.2,35.7,29.2,13-Jan,0 / 14,0 / 3,37,39.3,33.3,13-Jan,14-Jan,0 / 3,44,24,15,9,9,1,27.3,29.2,15-Jun,9-Jan,0 / 9,0 / 1,4.5,0,0 / 15,0 / 9,0 / 9,0 / 1,43.2,41.7,15-Jul,9-Jan,0 / 9,0 / 1,45.5,45.8,15-Aug,9-Jan,9-Jan,0 / 1,20,11,8,1,1,0,60,11-Jul,8-Jun,1-Jan,0 / 1,,10,0 / 11,0 / 8,0 / 1,0 / 1,,95,11-Oct,8-Jul,1-Jan,0 / 1,,13,3,2,3,0,2,12,2,2,3,0,2,3,,2,1.5,,,2.4,3,2.5,2.7,,1,27.6,6-Feb,0 / 5,8-Jan,,0 / 2,12-Apr,2-Feb,0 / 2,3-Jan,,0 / 2,0 / 12,0 / 2,0 / 2,0 / 3,,0 / 2,12-May,2-Feb,0 / 2,3-Jan,,0 / 2,12-Jun,2-Feb,0 / 2,3-Jan,,0 / 2,7,1,7,1,2.1,2,15-Apr,0 / 2,7-Jan,0 / 1,7-Feb,0 / 1,7-Mar,0 / 1,"Houston Infertility Clinic, Sonja Kristiansen, MD",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
405,HOUSTON IVF,,HOUSTON,TEXAS,100%,96%,0%,<1%,<1%,9%,11%,48%,5%,3%,18%,7%,17%,7%,8%,716,82,"Timothy N. Hickman, MD",179,83,89,44,9,3,0.6,2.4,1.1,2.3,0 / 9,0 / 3,2.1,2.2,2.8,3.2,3,1,51.1,29.4,17.6,6.7,0,0 / 2,3.5,2.7,5,0,0 / 8,,30.7,26.5,21.3,11.4,0 / 9,0 / 3,2.2,0,2.2,0,0 / 9,0 / 3,61.5,38.6,30.3,13.6,0 / 9,0 / 3,63.7,48.2,39.3,25,9-Jan,0 / 3,176,77,86,42,9,2,31.3,28.6,22.1,11.9,0 / 9,0 / 2,2.3,0,2.3,0,0 / 9,0 / 2,62.5,41.6,31.4,14.3,0 / 9,0 / 2,64.8,51.9,40.7,26.2,9-Jan,0 / 2,114,40,35,11,1,0,48.2,55,54.3,11-May,0 / 1,,3.5,0,5.7,0 / 11,0 / 1,,96.5,80,77.1,11-Jun,0 / 1,,67,48,43,5,1,0,67,48,43,5,1,0,1.4,1.7,1.1,0.8,0.3,0,1.9,2,1.8,1.8,3,,33.9,31.6,23.1,9-Apr,3-Jan,,29.9,37.5,27.9,5-Feb,0 / 1,,0,0,0,0 / 5,0 / 1,,38.8,43.8,32.6,5-Feb,0 / 1,,59.7,60.4,37.2,5-Apr,1-Jan,,44,19,44,19,1.9,1.8,65.9,20,29.5,19-May,72.7,19-Jun,81.8,19-Oct,Houston IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
406,IVFMD,ADVANCED REPRODUCTIVE CARE CENTER OF IRVING,IRVING,TEXAS,100%,62%,0%,<1%,1%,23%,14%,36%,10%,4%,41%,6%,6%,14%,22%,424,27,"Julian Escobar, MD",114,55,43,14,5,3,1.8,1.8,9.3,14-Feb,0 / 5,0 / 3,1.9,1.8,2.1,2.4,3,2,47.5,37.2,19.7,13.8,0 / 15,0 / 6,12.4,19.1,3,0 / 11,0 / 5,0 / 3,29.8,41.8,11.6,14-Feb,0 / 5,0 / 3,0.9,0,0,0 / 14,0 / 5,0 / 3,55.3,49.1,20.9,14-Feb,0 / 5,0 / 3,59.6,50.9,37.2,14-Apr,0 / 5,0 / 3,109,52,36,12,5,3,31.2,44.2,13.9,12-Feb,0 / 5,0 / 3,0.9,0,0,0 / 12,0 / 5,0 / 3,57.8,51.9,25,12-Feb,0 / 5,0 / 3,62.4,53.8,44.4,12-Apr,0 / 5,0 / 3,68,28,16,4,0,0,50,82.1,16-May,4-Feb,,,1.5,0,0 / 16,0 / 4,,,92.6,96.4,16-Sep,4-Feb,,,56,29,17,8,2,0,56,29,17,8,2,0,1.7,2.2,1.3,2,2,,1.8,1.8,1.9,1.6,1,,39.2,45.1,21.2,13-Apr,0 / 2,,35.7,34.5,17-Mar,8-Feb,0 / 2,,0,0,0 / 17,0 / 8,0 / 2,,48.2,55.2,17-Apr,8-Mar,0 / 2,,62.5,62.1,17-Aug,8-Mar,0 / 2,,30,21,30,21,2,1.9,47.5,15,46.7,28.6,66.7,28.6,73.3,33.3,"IVFMD, Advanced Reproductive Care Center of Irving",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
407,CENTER OF FERTILITY AND REPRODUCTIVE SURGERY,TEXAS TECH HEALTH SCIENCES CENTER,LUBBOCK,TEXAS,100%,88%,0%,0%,0%,16%,21%,24%,45%,7%,41%,57%,0%,43%,33%,59,1,"Jennifer L. Phy, DO",19,8,6,0,0,0,19-Jan,8-Jan,6-Jan,,,,2.2,2.7,3,,,,28.9,19-Feb,12-Mar,,,,17-Jan,0 / 7,0 / 4,,,,19-Jan,8-Feb,0 / 6,,,,19-Jan,0 / 8,0 / 6,,,,19-May,8-Feb,6-Jan,,,,19-Jun,8-Feb,6-Feb,,,,17,7,4,0,0,0,17-Jan,7-Feb,0 / 4,,,,17-Jan,0 / 7,0 / 4,,,,17-May,7-Feb,4-Jan,,,,17-Jun,7-Feb,4-Feb,,,,6,2,2,0,0,0,6-Jan,2-Feb,0 / 2,,,,6-Jan,0 / 2,0 / 2,,,,6-May,2-Feb,2-Jan,,,,14,3,3,0,0,0,13,3,2,0,0,0,2.6,,,,,,2.8,1.7,3,,,,25,5-Jan,0 / 6,,,,13-Mar,3-Jan,0 / 2,,,,0 / 13,0 / 3,0 / 2,,,,13-Jun,3-Jan,0 / 2,,,,13-Jun,3-Jan,0 / 2,,,,1,4,1,4,3,2.3,0 / 3,9-Jan,0 / 1,4-Jan,0 / 1,4-Jan,0 / 1,4-Feb,"Center of Fertility and Reproductive Surgery, Texas Tech Health Sciences Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
408,THE CENTRE FOR REPRODUCTIVE MEDICINE,,LUBBOCK,TEXAS,100%,17%,0%,4%,0%,35%,24%,26%,24%,14%,32%,38%,2%,44%,25%,134,1,"Janelle O. Dorsett, MD",43,19,11,7,2,0,4.7,0 / 19,11-Jan,7-Jan,0 / 2,,1.8,1.9,2,1.5,2,,54.2,39.1,16-Mar,0 / 3,0 / 4,,0,0 / 9,0 / 6,0 / 1,0 / 2,,18.6,19-Mar,11-Mar,0 / 7,0 / 2,,0,0 / 19,0 / 11,0 / 7,0 / 2,,37.2,19-Jun,11-Mar,0 / 7,0 / 2,,39.5,19-Jun,11-Mar,0 / 7,0 / 2,,26,12,8,2,2,0,30.8,12-Mar,8-Mar,0 / 2,0 / 2,,0,0 / 12,0 / 8,0 / 2,0 / 2,,61.5,12-Jun,8-Mar,0 / 2,0 / 2,,65.4,12-Jun,8-Mar,0 / 2,0 / 2,,17,6,3,0,0,0,17-Aug,6-Mar,3-Mar,,,,0 / 17,0 / 6,0 / 3,,,,16 / 17,6-Jun,3-Mar,,,,20,8,1,2,0,0,20,7,1,2,0,0,1.4,1.2,,1,,,1.9,2.1,2,2.5,,,54.1,15-May,0 / 2,0 / 5,,,35,7-Mar,0 / 1,0 / 2,,,0,0 / 7,0 / 1,0 / 2,,,60,7-Mar,0 / 1,0 / 2,,,70,7-Apr,0 / 1,0 / 2,,,9,11,8,9,1.8,2,14-Jul,18-Nov,8-Jan,9-Feb,8-Apr,9-May,8-Apr,9-Jul,The Centre for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
409,REPRODUCTIVE INSTITUTE OF SOUTH TEXAS,,MCALLEN,TEXAS,100%,93%,0%,2%,0%,35%,25%,21%,13%,32%,52%,32%,2%,31%,42%,189,0,"Esteban O. Brown, MD",66,30,25,9,6,0,3,3.3,0,9-Jan,6-Jan,,2.1,2.1,2.4,2.8,2.8,,40.5,17.2,21.4,17-Feb,11-Jan,,3.6,8.7,0,0 / 5,0 / 3,,27.3,10,36,0 / 9,6-Jan,,1.5,0,0,0 / 9,0 / 6,,45.5,20,40,9-Jan,6-Jan,,50,23.3,48,9-Jan,6-Jan,,58,28,23,6,4,0,31,10.7,39.1,0 / 6,4-Jan,,1.7,0,0,0 / 6,0 / 4,,51.7,21.4,43.5,6-Jan,4-Jan,,56.9,25,52.2,6-Jan,4-Jan,,33,7,12,1,1,0,54.5,7-Mar,12-Sep,0 / 1,1-Jan,,3,0 / 7,0 / 12,0 / 1,0 / 1,,90.9,7-Jun,12-Oct,1-Jan,1-Jan,,15,11,7,1,3,0,15,11,7,1,3,0,1.9,1.6,2.3,,,,2,2,2,2,2.3,,60,22.7,14-May,0 / 2,7-Feb,,15-Aug,11-Mar,7-Mar,0 / 1,0 / 3,,0 / 15,0 / 11,0 / 7,0 / 1,0 / 3,,15-Dec,11-Apr,7-Apr,0 / 1,3-Jan,,13 / 15,11-Apr,7-Apr,0 / 1,3-Jan,,14,2,10,2,2.1,2.5,42.9,5-Jan,10-Jan,2-Jan,10-May,2-Jan,10-May,2-Jan,Reproductive Institute of South Texas,Yes,Yes,Yes,Yes,Yes,No,Yes,0,TX
410,PRESBYTERIAN HOSPITAL PLANO ARTS,,PLANO,TEXAS,100%,29%,0%,<1%,1%,12%,45%,27%,17%,14%,34%,24%,1%,27%,28%,539,24,"Alfred J. Rodriguez, MD",136,79,87,43,19,5,3.7,3.8,12.6,9.3,19-Jan,5-Jan,2.1,2.4,2.9,3.3,3.8,2.8,41.7,34.1,13.7,7.3,4.3,0 / 11,9.2,2.7,0,0,0 / 18,0 / 3,22.8,26.6,13.8,7,0 / 19,0 / 5,0.7,1.3,0,0,0 / 19,0 / 5,46.3,48.1,18.4,7,19-Jan,0 / 5,51.5,54.4,25.3,23.3,19-Mar,0 / 5,122,75,70,38,18,4,25.4,28,17.1,7.9,0 / 18,0 / 4,0.8,1.3,0,0,0 / 18,0 / 4,51.6,50.7,22.9,7.9,18-Jan,0 / 4,57.4,57.3,31.4,26.3,18-Mar,0 / 4,70,43,22,10,3,0,44.3,48.8,54.5,10-Mar,0 / 3,,1.4,2.3,0,0 / 10,0 / 3,,90,88.4,72.7,10-Mar,3-Jan,,45,25,16,8,1,3,42,24,16,8,1,3,2.1,1.3,2,1.6,,1.5,1.8,1.7,1.8,1.9,2,1.3,31.6,20,21.4,15-Jan,0 / 2,0 / 4,23.8,20.8,16-Mar,8-Jan,0 / 1,0 / 3,0,0,0 / 16,0 / 8,0 / 1,0 / 3,40.5,20.8,16-Apr,8-Jan,0 / 1,0 / 3,40.5,29.2,16-Jun,8-Mar,0 / 1,0 / 3,40,8,38,8,2,1.5,58.4,12-Jul,34.2,8-Apr,68.4,8-May,76.3,8-Jun,Presbyterian Hospital Plano ARTS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
411,FERTILITY CENTER OF SAN ANTONIO,,SAN ANTONIO,TEXAS,100%,67%,0%,<1%,8%,29%,15%,16%,15%,5%,36%,9%,15%,17%,19%,470,6,"Joseph E. Martin, MD",146,46,64,22,12,3,5.5,8.7,4.7,13.6,0 / 12,0 / 3,1.9,2.1,2.3,2.6,2.1,4,45.2,32.1,23.1,15.6,0 / 17,0 / 4,5.3,5.1,2,0 / 14,0 / 6,0 / 1,34.9,32.6,15.6,0,0 / 12,0 / 3,0.7,0,1.6,0,0 / 12,0 / 3,54.1,41.3,26.6,4.5,0 / 12,0 / 3,61,47.8,34.4,31.8,0 / 12,3-Jan,136,40,57,17,8,1,37.5,37.5,17.5,0 / 17,0 / 8,0 / 1,0.7,0,1.8,0 / 17,0 / 8,0 / 1,58.1,47.5,29.8,17-Jan,0 / 8,0 / 1,65.4,55,38.6,17-Jul,0 / 8,1-Jan,89,22,22,7,0,1,57.3,68.2,45.5,0 / 7,,0 / 1,1.1,0,4.5,0 / 7,,0 / 1,88.8,86.4,77.3,7-Jan,,0 / 1,65,32,24,9,4,2,65,32,24,9,4,2,3,4.6,2.7,2.3,,2,1.8,1.8,1.8,2.4,2.3,1.5,55.3,39,36.4,18.2,9-Jan,3-Jan,44.6,31.3,25,9-Jan,4-Jan,2-Jan,0,0,0,0 / 9,0 / 4,0 / 2,63.1,46.9,41.7,9-Jan,4-Jan,2-Jan,73.8,56.3,50,9-Mar,4-Feb,2-Jan,27,8,26,8,1.9,2.1,36,17-Sep,42.3,8-Mar,53.8,8-Jun,61.5,8-Jun,Fertility Center of San Antonio,Yes,No,Yes,Yes,Yes,Yes,Yes,0,TX
